Date	Team ID	Team	Division	Subdivision	Opp. ID	Opponent	Location	Neutral Site Location
10/13/2018	811	Wyoming	1	1	96	Fresno State	A	
10/13/2018	458	Charlotte	1	1	772	W. Kentucky	H	
10/13/2018	772	W. Kentucky	1	1	458	Charlotte	A	
10/13/2018	8	Alabama	1	1	434	Missouri	H	
10/13/2018	434	Missouri	1	1	8	Alabama	A	
10/13/2018	51	Baylor	1	1	703	Texas	A	
10/13/2018	703	Texas	1	1	51	Baylor	H	
10/13/2018	311	Iowa State	1	1	768	West Virginia	H	
10/13/2018	768	West Virginia	1	1	311	Iowa State	A	
10/13/2018	196	East Carolina	1	1	288	Houston	H	
10/13/2018	288	Houston	1	1	196	East Carolina	A	
10/13/2018	66	Boise State	1	1	466	Nevada	A	
10/13/2018	466	Nevada	1	1	66	Boise State	H	
10/13/2018	67	Boston College	1	1	367	Louisville	H	
10/13/2018	367	Louisville	1	1	67	Boston College	A	
10/13/2018	416	Michigan State	1	1	539	Penn State	A	
10/13/2018	539	Penn State	1	1	416	Michigan State	H	
10/13/2018	71	Bowling Green	1	1	774	W. Michigan	H	
10/13/2018	774	W. Michigan	1	1	71	Bowling Green	A	
10/13/2018	503	N. Illinois	1	1	519	Ohio	H	
10/13/2018	519	Ohio	1	1	503	N. Illinois	A	
10/13/2018	415	Miami, FL	1	1	746	Virginia	A	
10/13/2018	746	Virginia	1	1	415	Miami, FL	H	
10/13/2018	31	Arkansas	1	1	433	Mississippi	H	
10/13/2018	433	Mississippi	1	1	31	Arkansas	A	
10/13/2018	77	BYU	1	1	277	Hawaii	H	
10/13/2018	277	Hawaii	1	1	77	BYU	A	
10/13/2018	107	California	1	1	110	UCLA	H	
10/13/2018	110	UCLA	1	1	107	California	A	
10/13/2018	418	Michigan	1	1	796	Wisconsin	H	
10/13/2018	796	Wisconsin	1	1	418	Michigan	A	
10/13/2018	235	Florida	1	1	736	Vanderbilt	A	
10/13/2018	736	Vanderbilt	1	1	235	Florida	H	
10/13/2018	47	Ball State	1	1	129	C. Michigan	A	
10/13/2018	129	C. Michigan	1	1	47	Ball State	H	
10/13/2018	193	Duke	1	1	255	Georgia Tech	A	
10/13/2018	255	Georgia Tech	1	1	193	Duke	H	
10/13/2018	231	FIU	1	1	419	MTSU	H	
10/13/2018	419	MTSU	1	1	231	FIU	A	
10/13/2018	257	Georgia	1	1	365	LSU	A	
10/13/2018	365	LSU	1	1	257	Georgia	H	
10/13/2018	646	S. Alabama	1	1	7	Alabama State	H	
10/13/2018	428	Minnesota	1	1	518	Ohio State	A	
10/13/2018	518	Ohio State	1	1	428	Minnesota	H	
10/13/2018	392	Maryland	1	1	587	Rutgers	H	
10/13/2018	587	Rutgers	1	1	392	Maryland	A	
10/13/2018	690	Temple	1	1	726	Navy	A	
10/13/2018	726	Navy	1	1	690	Temple	H	
10/13/2018	457	North Carolina	1	1	742	Virginia Tech	H	
10/13/2018	742	Virginia Tech	1	1	457	North Carolina	A	
10/13/2018	513	Notre Dame	1	1	545	Pittsburgh	H	
10/13/2018	545	Pittsburgh	1	1	513	Notre Dame	A	
10/13/2018	295	Idaho	1	1	440	Montana State	A	
10/13/2018	463	Nebraska	1	1	509	Northwestern	A	
10/13/2018	509	Northwestern	1	1	463	Nebraska	H	
10/13/2018	529	Oregon	1	1	756	Washington	H	
10/13/2018	756	Washington	1	1	529	Oregon	A	
10/18/2018	28	Arizona State	1	1	674	Stanford	H	
10/18/2018	674	Stanford	1	1	28	Arizona State	A	
10/18/2018	30	Arkansas State	1	1	254	Georgia State	H	
10/18/2018	254	Georgia State	1	1	30	Arkansas State	A	
10/19/2018	465	UNLV	1	1	721	Air Force	H	
10/19/2018	721	Air Force	1	1	465	UNLV	A	
10/19/2018	66	Boise State	1	1	156	Colorado State	H	
10/19/2018	156	Colorado State	1	1	66	Boise State	A	
10/20/2018	86	Buffalo	1	1	709	Toledo	A	
10/20/2018	709	Toledo	1	1	86	Buffalo	H	
10/20/2018	306	Indiana	1	1	539	Penn State	H	
10/20/2018	539	Penn State	1	1	306	Indiana	A	
10/20/2018	29	Arizona	1	1	110	UCLA	A	
10/20/2018	110	UCLA	1	1	29	Arizona	H	
10/20/2018	234	Florida State	1	1	749	Wake Forest	H	
10/20/2018	749	Wake Forest	1	1	234	Florida State	A	
10/20/2018	404	Memphis	1	1	434	Missouri	A	
10/20/2018	434	Missouri	1	1	404	Memphis	H	
10/20/2018	328	Kansas	1	1	700	Texas Tech	A	
10/20/2018	700	Texas Tech	1	1	328	Kansas	H	
10/20/2018	301	Illinois	1	1	796	Wisconsin	A	
10/20/2018	796	Wisconsin	1	1	301	Illinois	H	
10/20/2018	193	Duke	1	1	746	Virginia	H	
10/20/2018	746	Virginia	1	1	193	Duke	A	
10/20/2018	9	UAB	1	1	497	North Texas	H	
10/20/2018	497	North Texas	1	1	9	UAB	A	
10/20/2018	457	North Carolina	1	1	688	Syracuse	A	
10/20/2018	688	Syracuse	1	1	457	North Carolina	H	
10/20/2018	414	Miami, OH	1	1	725	Army	A	
10/20/2018	725	Army	1	1	414	Miami, OH	H	
10/20/2018	522	Oklahoma	1	1	698	TCU	A	
10/20/2018	698	TCU	1	1	522	Oklahoma	H	
10/20/2018	229	FAU	1	1	388	Marshall	A	
10/20/2018	388	Marshall	1	1	229	FAU	H	
10/20/2018	140	Cincinnati	1	1	690	Temple	A	
10/20/2018	690	Temple	1	1	140	Cincinnati	H	
10/20/2018	366	La. Tech	1	1	704	UTEP	H	
10/20/2018	704	UTEP	1	1	366	La. Tech	A	
10/20/2018	8	Alabama	1	1	694	Tennessee	A	
10/20/2018	694	Tennessee	1	1	8	Alabama	H	
10/20/2018	71	Bowling Green	1	1	519	Ohio	A	
10/20/2018	519	Ohio	1	1	71	Bowling Green	H	
10/20/2018	664	Southern Miss	1	1	706	UTSA	H	
10/20/2018	706	UTSA	1	1	664	Southern Miss	A	
10/20/2018	128	UCF	1	1	196	East Carolina	A	
10/20/2018	196	East Carolina	1	1	128	UCF	H	
10/20/2018	96	Fresno State	1	1	473	New Mexico	A	
10/20/2018	473	New Mexico	1	1	96	Fresno State	H	
10/20/2018	27	Appalachian State	1	1	671	La.-Lafayette	H	
10/20/2018	671	La.-Lafayette	1	1	27	Appalachian State	A	
10/20/2018	731	Utah State	1	1	811	Wyoming	A	
10/20/2018	811	Wyoming	1	1	731	Utah State	H	
10/20/2018	5	Akron	1	1	331	Kent State	A	
10/20/2018	331	Kent State	1	1	5	Akron	H	
10/20/2018	295	Idaho	1	1	667	Southern Utah	H	
10/20/2018	626	San Diego State	1	1	630	San Jose State	H	
10/20/2018	630	San Jose State	1	1	626	San Diego State	A	
10/20/2018	31	Arkansas	1	1	719	Tulsa	H	
10/20/2018	719	Tulsa	1	1	31	Arkansas	A	
10/20/2018	37	Auburn	1	1	433	Mississippi	A	
10/20/2018	433	Mississippi	1	1	37	Auburn	H	
10/20/2018	107	California	1	1	528	Oregon State	A	
10/20/2018	528	Oregon State	1	1	107	California	H	
10/20/2018	129	C. Michigan	1	1	774	W. Michigan	H	
10/20/2018	774	W. Michigan	1	1	129	C. Michigan	A	
10/20/2018	419	MTSU	1	1	458	Charlotte	H	
10/20/2018	458	Charlotte	1	1	419	MTSU	A	
10/20/2018	663	SMU	1	1	718	Tulane	A	
10/20/2018	718	Tulane	1	1	663	SMU	H	
10/20/2018	231	FIU	1	1	574	Rice	H	
10/20/2018	574	Rice	1	1	231	FIU	A	
10/20/2018	498	La.-Monroe	1	1	670	Texas State	H	
10/20/2018	670	Texas State	1	1	498	La.-Monroe	A	
10/20/2018	416	Michigan State	1	1	418	Michigan	H	
10/20/2018	418	Michigan	1	1	416	Michigan State	A	
10/20/2018	428	Minnesota	1	1	463	Nebraska	A	
10/20/2018	463	Nebraska	1	1	428	Minnesota	H	
10/20/2018	518	Ohio State	1	1	559	Purdue	A	
10/20/2018	559	Purdue	1	1	518	Ohio State	H	
10/20/2018	288	Houston	1	1	726	Navy	A	
10/20/2018	726	Navy	1	1	288	Houston	H	
10/20/2018	312	Iowa	1	1	392	Maryland	H	
10/20/2018	392	Maryland	1	1	312	Iowa	A	
10/20/2018	529	Oregon	1	1	754	Washington State	A	
10/20/2018	754	Washington State	1	1	529	Oregon	H	
10/20/2018	164	Connecticut	1	1	651	South Florida	A	
10/20/2018	651	South Florida	1	1	164	Connecticut	H	
10/20/2018	157	Colorado	1	1	756	Washington	A	
10/20/2018	756	Washington	1	1	157	Colorado	H	
10/20/2018	334	Kentucky	1	1	736	Vanderbilt	H	
10/20/2018	736	Vanderbilt	1	1	334	Kentucky	A	
10/20/2018	523	Old Dominion	1	1	772	W. Kentucky	A	
10/20/2018	772	W. Kentucky	1	1	523	Old Dominion	H	
10/20/2018	147	Clemson	1	1	490	N.C. State	H	
10/20/2018	490	N.C. State	1	1	147	Clemson	A	
10/20/2018	509	Northwestern	1	1	587	Rutgers	A	
10/20/2018	587	Rutgers	1	1	509	Northwestern	H	
10/20/2018	47	Ball State	1	1	204	E. Michigan	H	
10/20/2018	204	E. Michigan	1	1	47	Ball State	A	
10/20/2018	657	Southern Cal	1	1	732	Utah	A	
10/20/2018	732	Utah	1	1	657	Southern Cal	H	
10/20/2018	400	Massachusetts	1	1	149	Coastal Carolina	H	
10/20/2018	277	Hawaii	1	1	466	Nevada	H	
10/20/2018	466	Nevada	1	1	277	Hawaii	A	
10/20/2018	253	Georgia Southern	1	1	472	New Mexico State	A	
10/20/2018	472	New Mexico State	1	1	253	Georgia Southern	H	
10/20/2018	365	LSU	1	1	430	Mississippi State	H	
10/20/2018	430	Mississippi State	1	1	365	LSU	A	
10/23/2018	646	S. Alabama	1	1	716	Troy	H	
10/23/2018	716	Troy	1	1	646	S. Alabama	A	
10/25/2018	47	Ball State	1	1	519	Ohio	A	
10/25/2018	519	Ohio	1	1	47	Ball State	H	
10/25/2018	709	Toledo	1	1	774	W. Michigan	A	
10/25/2018	774	W. Michigan	1	1	709	Toledo	H	
10/25/2018	51	Baylor	1	1	768	West Virginia	A	
10/25/2018	768	West Virginia	1	1	51	Baylor	H	
10/25/2018	27	Appalachian State	1	1	253	Georgia Southern	A	
10/25/2018	253	Georgia Southern	1	1	27	Appalachian State	H	
10/25/2018	255	Georgia Tech	1	1	742	Virginia Tech	A	
10/25/2018	742	Virginia Tech	1	1	255	Georgia Tech	H	
10/26/2018	110	UCLA	1	1	732	Utah	H	
10/26/2018	732	Utah	1	1	110	UCLA	A	
10/26/2018	67	Boston College	1	1	415	Miami, FL	H	
10/26/2018	415	Miami, FL	1	1	67	Boston College	A	
10/26/2018	306	Indiana	1	1	428	Minnesota	A	
10/26/2018	428	Minnesota	1	1	306	Indiana	H	
10/26/2018	229	FAU	1	1	366	La. Tech	H	
10/26/2018	366	La. Tech	1	1	229	FAU	A	
10/26/2018	156	Colorado State	1	1	811	Wyoming	H	
10/26/2018	811	Wyoming	1	1	156	Colorado State	A	
10/27/2018	66	Boise State	1	1	721	Air Force	A	
10/27/2018	721	Air Force	1	1	66	Boise State	H	
10/27/2018	5	Akron	1	1	129	C. Michigan	H	
10/27/2018	129	C. Michigan	1	1	5	Akron	A	
10/27/2018	204	E. Michigan	1	1	725	Army	H	
10/27/2018	725	Army	1	1	204	E. Michigan	A	
10/27/2018	147	Clemson	1	1	234	Florida State	A	
10/27/2018	234	Florida State	1	1	147	Clemson	H	
10/27/2018	334	Kentucky	1	1	434	Missouri	A	
10/27/2018	434	Missouri	1	1	334	Kentucky	H	
10/27/2018	419	MTSU	1	1	523	Old Dominion	A	
10/27/2018	523	Old Dominion	1	1	419	MTSU	H	
10/27/2018	30	Arkansas State	1	1	671	La.-Lafayette	A	
10/27/2018	671	La.-Lafayette	1	1	30	Arkansas State	H	
10/27/2018	521	Oklahoma State	1	1	703	Texas	H	
10/27/2018	703	Texas	1	1	521	Oklahoma State	A	
10/27/2018	718	Tulane	1	1	719	Tulsa	A	
10/27/2018	719	Tulsa	1	1	718	Tulane	H	
10/27/2018	465	UNLV	1	1	630	San Jose State	A	
10/27/2018	630	San Jose State	1	1	465	UNLV	H	
10/27/2018	430	Mississippi State	1	1	697	Texas A&M	H	
10/27/2018	697	Texas A&M	1	1	430	Mississippi State	A	
10/27/2018	164	Connecticut	1	1	400	Massachusetts	H	
10/27/2018	400	Massachusetts	1	1	164	Connecticut	A	
10/27/2018	497	North Texas	1	1	574	Rice	H	
10/27/2018	574	Rice	1	1	497	North Texas	A	
10/27/2018	490	N.C. State	1	1	688	Syracuse	A	
10/27/2018	688	Syracuse	1	1	490	N.C. State	H	
10/27/2018	473	New Mexico	1	1	731	Utah State	A	
10/27/2018	731	Utah State	1	1	473	New Mexico	H	
10/27/2018	648	South Carolina	1	1	694	Tennessee	H	
10/27/2018	694	Tennessee	1	1	648	South Carolina	A	
10/27/2018	140	Cincinnati	1	1	663	SMU	A	
10/27/2018	663	SMU	1	1	140	Cincinnati	H	
10/27/2018	254	Georgia State	1	1	149	Coastal Carolina	H	
10/27/2018	509	Northwestern	1	1	796	Wisconsin	H	
10/27/2018	796	Wisconsin	1	1	509	Northwestern	A	
10/27/2018	674	Stanford	1	1	754	Washington State	H	
10/27/2018	754	Washington State	1	1	674	Stanford	A	
10/27/2018	28	Arizona State	1	1	657	Southern Cal	A	
10/27/2018	657	Southern Cal	1	1	28	Arizona State	H	
10/27/2018	295	Idaho	1	1	207	Eastern Wash.	A	
10/27/2018	96	Fresno State	1	1	277	Hawaii	H	
10/27/2018	277	Hawaii	1	1	96	Fresno State	A	
10/27/2018	193	Duke	1	1	545	Pittsburgh	A	
10/27/2018	545	Pittsburgh	1	1	193	Duke	H	
10/27/2018	458	Charlotte	1	1	664	Southern Miss	H	
10/27/2018	664	Southern Miss	1	1	458	Charlotte	A	
10/27/2018	29	Arizona	1	1	529	Oregon	H	
10/27/2018	529	Oregon	1	1	29	Arizona	A	
10/27/2018	311	Iowa State	1	1	700	Texas Tech	H	
10/27/2018	700	Texas Tech	1	1	311	Iowa State	A	
10/27/2018	9	UAB	1	1	704	UTEP	A	
10/27/2018	704	UTEP	1	1	9	UAB	H	
10/27/2018	288	Houston	1	1	651	South Florida	H	
10/27/2018	651	South Florida	1	1	288	Houston	A	
10/27/2018	466	Nevada	1	1	626	San Diego State	H	
10/27/2018	626	San Diego State	1	1	466	Nevada	A	
10/27/2018	312	Iowa	1	1	539	Penn State	A	
10/27/2018	539	Penn State	1	1	312	Iowa	H	
10/27/2018	457	North Carolina	1	1	746	Virginia	A	
10/27/2018	746	Virginia	1	1	457	North Carolina	H	
10/27/2018	31	Arkansas	1	1	736	Vanderbilt	H	
10/27/2018	736	Vanderbilt	1	1	31	Arkansas	A	
10/27/2018	77	BYU	1	1	503	N. Illinois	H	
10/27/2018	503	N. Illinois	1	1	77	BYU	A	
10/27/2018	107	California	1	1	756	Washington	H	
10/27/2018	756	Washington	1	1	107	California	A	
10/27/2018	301	Illinois	1	1	392	Maryland	A	
10/27/2018	392	Maryland	1	1	301	Illinois	H	
10/27/2018	328	Kansas	1	1	698	TCU	H	
10/27/2018	698	TCU	1	1	328	Kansas	A	
10/27/2018	367	Louisville	1	1	749	Wake Forest	H	
10/27/2018	749	Wake Forest	1	1	367	Louisville	A	
10/27/2018	416	Michigan State	1	1	559	Purdue	H	
10/27/2018	559	Purdue	1	1	416	Michigan State	A	
10/27/2018	157	Colorado	1	1	528	Oregon State	H	
10/27/2018	528	Oregon State	1	1	157	Colorado	A	
10/27/2018	327	Kansas State	1	1	522	Oklahoma	A	
10/27/2018	522	Oklahoma	1	1	327	Kansas State	H	
10/27/2018	231	FIU	1	1	772	W. Kentucky	A	
10/27/2018	772	W. Kentucky	1	1	231	FIU	H	
10/27/2018	235	Florida	1	1	257	Georgia	N	"Jacksonville, FL"
10/27/2018	257	Georgia	1	1	235	Florida	N	"Jacksonville, FL"
10/27/2018	513	Notre Dame	1	1	726	Navy	N	"San Diego, CA"
10/27/2018	726	Navy	1	1	513	Notre Dame	N	"San Diego, CA"
10/27/2018	472	New Mexico State	1	1	670	Texas State	A	
10/27/2018	670	Texas State	1	1	472	New Mexico State	H	
10/30/2018	71	Bowling Green	1	1	331	Kent State	H	
10/30/2018	331	Kent State	1	1	71	Bowling Green	A	
10/30/2018	86	Buffalo	1	1	414	Miami, OH	H	
10/30/2018	414	Miami, OH	1	1	86	Buffalo	A	
10/31/2018	47	Ball State	1	1	709	Toledo	A	
10/31/2018	709	Toledo	1	1	47	Ball State	H	
11/1/2018	5	Akron	1	1	503	N. Illinois	H	
11/1/2018	503	N. Illinois	1	1	5	Akron	A	
11/1/2018	519	Ohio	1	1	774	W. Michigan	A	
11/1/2018	774	W. Michigan	1	1	519	Ohio	H	
11/1/2018	128	UCF	1	1	690	Temple	H	
11/1/2018	690	Temple	1	1	128	UCF	A	
11/2/2018	29	Arizona	1	1	157	Colorado	H	
11/2/2018	157	Colorado	1	1	29	Arizona	A	
11/2/2018	419	MTSU	1	1	772	W. Kentucky	H	
11/2/2018	772	W. Kentucky	1	1	419	MTSU	A	
11/2/2018	545	Pittsburgh	1	1	746	Virginia	A	
11/2/2018	746	Virginia	1	1	545	Pittsburgh	H	
11/3/2018	129	C. Michigan	1	1	204	E. Michigan	A	
11/3/2018	204	E. Michigan	1	1	129	C. Michigan	H	
11/3/2018	67	Boston College	1	1	742	Virginia Tech	A	
11/3/2018	742	Virginia Tech	1	1	67	Boston College	H	
11/3/2018	522	Oklahoma	1	1	700	Texas Tech	A	
11/3/2018	700	Texas Tech	1	1	522	Oklahoma	H	
11/3/2018	587	Rutgers	1	1	796	Wisconsin	A	
11/3/2018	796	Wisconsin	1	1	587	Rutgers	H	
11/3/2018	27	Appalachian State	1	1	149	Coastal Carolina	A	
11/3/2018	164	Connecticut	1	1	719	Tulsa	A	
11/3/2018	719	Tulsa	1	1	164	Connecticut	H	
11/3/2018	9	UAB	1	1	706	UTSA	H	
11/3/2018	706	UTSA	1	1	9	UAB	A	
11/3/2018	366	La. Tech	1	1	430	Mississippi State	A	
11/3/2018	430	Mississippi State	1	1	366	La. Tech	H	
11/3/2018	301	Illinois	1	1	428	Minnesota	H	
11/3/2018	428	Minnesota	1	1	301	Illinois	A	
11/3/2018	688	Syracuse	1	1	749	Wake Forest	A	
11/3/2018	749	Wake Forest	1	1	688	Syracuse	H	
11/3/2018	51	Baylor	1	1	521	Oklahoma State	H	
11/3/2018	521	Oklahoma State	1	1	51	Baylor	A	
11/3/2018	721	Air Force	1	1	725	Army	A	
11/3/2018	725	Army	1	1	721	Air Force	H	
11/3/2018	327	Kansas State	1	1	698	TCU	A	
11/3/2018	698	TCU	1	1	327	Kansas State	H	
11/3/2018	288	Houston	1	1	663	SMU	A	
11/3/2018	663	SMU	1	1	288	Houston	H	
11/3/2018	509	Northwestern	1	1	513	Notre Dame	H	
11/3/2018	513	Notre Dame	1	1	509	Northwestern	A	
11/3/2018	254	Georgia State	1	1	670	Texas State	H	
11/3/2018	670	Texas State	1	1	254	Georgia State	A	
11/3/2018	574	Rice	1	1	704	UTEP	H	
11/3/2018	704	UTEP	1	1	574	Rice	A	
11/3/2018	37	Auburn	1	1	697	Texas A&M	H	
11/3/2018	697	Texas A&M	1	1	37	Auburn	A	
11/3/2018	96	Fresno State	1	1	465	UNLV	A	
11/3/2018	465	UNLV	1	1	96	Fresno State	H	
11/3/2018	458	Charlotte	1	1	694	Tennessee	A	
11/3/2018	694	Tennessee	1	1	458	Charlotte	H	
11/3/2018	703	Texas	1	1	768	West Virginia	H	
11/3/2018	768	West Virginia	1	1	703	Texas	A	
11/3/2018	234	Florida State	1	1	490	N.C. State	A	
11/3/2018	490	N.C. State	1	1	234	Florida State	H	
11/3/2018	388	Marshall	1	1	664	Southern Miss	A	
11/3/2018	664	Southern Miss	1	1	388	Marshall	H	
11/3/2018	196	East Carolina	1	1	404	Memphis	H	
11/3/2018	404	Memphis	1	1	196	East Carolina	A	
11/3/2018	473	New Mexico	1	1	626	San Diego State	H	
11/3/2018	626	San Diego State	1	1	473	New Mexico	A	
11/3/2018	630	San Jose State	1	1	811	Wyoming	A	
11/3/2018	811	Wyoming	1	1	630	San Jose State	H	
11/3/2018	235	Florida	1	1	434	Missouri	H	
11/3/2018	434	Missouri	1	1	235	Florida	A	
11/3/2018	295	Idaho	1	1	494	North Dakota	H	
11/3/2018	30	Arkansas State	1	1	646	S. Alabama	H	
11/3/2018	646	S. Alabama	1	1	30	Arkansas State	A	
11/3/2018	433	Mississippi	1	1	648	South Carolina	H	
11/3/2018	648	South Carolina	1	1	433	Mississippi	A	
11/3/2018	66	Boise State	1	1	77	BYU	H	
11/3/2018	77	BYU	1	1	66	Boise State	A	
11/3/2018	107	California	1	1	754	Washington State	A	
11/3/2018	754	Washington State	1	1	107	California	H	
11/3/2018	253	Georgia Southern	1	1	498	La.-Monroe	A	
11/3/2018	498	La.-Monroe	1	1	253	Georgia Southern	H	
11/3/2018	311	Iowa State	1	1	328	Kansas	A	
11/3/2018	328	Kansas	1	1	311	Iowa State	H	
11/3/2018	8	Alabama	1	1	365	LSU	A	
11/3/2018	365	LSU	1	1	8	Alabama	H	
11/3/2018	229	FAU	1	1	231	FIU	A	
11/3/2018	231	FIU	1	1	229	FAU	H	
11/3/2018	671	La.-Lafayette	1	1	716	Troy	A	
11/3/2018	716	Troy	1	1	671	La.-Lafayette	H	
11/3/2018	418	Michigan	1	1	539	Penn State	H	
11/3/2018	539	Penn State	1	1	418	Michigan	A	
11/3/2018	463	Nebraska	1	1	518	Ohio State	A	
11/3/2018	518	Ohio State	1	1	463	Nebraska	H	
11/3/2018	392	Maryland	1	1	416	Michigan State	H	
11/3/2018	416	Michigan State	1	1	392	Maryland	A	
11/3/2018	312	Iowa	1	1	559	Purdue	A	
11/3/2018	559	Purdue	1	1	312	Iowa	H	
11/3/2018	140	Cincinnati	1	1	726	Navy	H	
11/3/2018	726	Navy	1	1	140	Cincinnati	A	
11/3/2018	651	South Florida	1	1	718	Tulane	H	
11/3/2018	718	Tulane	1	1	651	South Florida	A	
11/3/2018	528	Oregon State	1	1	657	Southern Cal	H	
11/3/2018	657	Southern Cal	1	1	528	Oregon State	A	
11/3/2018	674	Stanford	1	1	756	Washington	A	
11/3/2018	756	Washington	1	1	674	Stanford	H	
11/3/2018	257	Georgia	1	1	334	Kentucky	A	
11/3/2018	334	Kentucky	1	1	257	Georgia	H	
11/3/2018	193	Duke	1	1	415	Miami, FL	A	
11/3/2018	415	Miami, FL	1	1	193	Duke	H	
11/3/2018	255	Georgia Tech	1	1	457	North Carolina	A	
11/3/2018	457	North Carolina	1	1	255	Georgia Tech	H	
