2018,1,1,Shock,0,4,Valiant
2018,1,1,Dragons,0,4,Gladiators
2018,1,1,Fuel,1,2,Dynasty
2018,1,1,Spitfire,3,1,Mayhem
2018,1,1,Fusion,3,2,Outlaws
2018,1,1,Uprising,1,3,Excelsior
2018,1,1,Valiant,3,0,Fuel
2018,1,1,Mayhem,0,4,Uprising
2018,1,1,Shock,3,1,Dragons
2018,1,1,Spitfire,4,0,Fusion
2018,1,1,Excelsior,3,1,Outlaws
2018,1,1,Dynasty,4,0,Gladiators
2018,1,2,Shock,1,2,Fusion
2018,1,2,Mayhem,0,4,Dynasty
2018,1,2,Outlaws,4,0,Dragons
2018,1,2,Fuel,0,4,Outlaws
2018,1,2,Excelsior,3,0,Valiant
2018,1,2,Fusion,2,3,Gladiators
2018,1,2,Dynasty,4,0,Uprising
2018,1,2,Dragons,0,4,Mayhem
2018,1,2,Spitfire,3,1,Fuel
2018,1,2,Valiant,2,3,Spitfire
2018,1,2,Gladiators,0,4,Excelsior
2018,1,2,Uprising,2,3,Shock
2018,1,3,Shock,1,3,Spitfire
2018,1,3,Dragons,1,3,Dynasty
2018,1,3,Gladiators,2,3,Valiant
2018,1,3,Uprising,3,2,Spitfire
2018,1,3,Fusion,3,2,Excelsior
2018,1,3,Outlaws,4,0,Mayhem
2018,1,3,Dynasty,2,3,Excelsior
2018,1,3,Dragons,2,3,Fusion
2018,1,3,Fuel,3,0,Shock
2018,1,3,Fuel,2,3,Uprising
2018,1,3,Valiant,3,1,Mayhem
2018,1,3,Gladiators,0,4,Outlaws
2018,1,4,Valiant,4,0,Fusion
2018,1,4,Mayhem,1,3,Gladiators
2018,1,4,Outlaws,3,1,Shock
2018,1,4,Fusion,4,0,Fuel
2018,1,4,Excelsior,4,0,Dragons
2018,1,4,Spitfire,4,0,Dynasty
2018,1,4,Shock,4,0,Mayhem
2018,1,4,Dynasty,3,2,Outlaws
2018,1,4,Gladiators,0,4,Uprising
2018,1,4,Dragons,0,4,Spitfire
2018,1,4,Fuel,1,3,Excelsior
2018,1,4,Uprising,4,0,Valiant
2018,1,5,Dragons,2,3,Fuel
2018,1,5,Shock,1,3,Gladiators
2018,1,5,Valiant,3,0,Dynasty
2018,1,5,Fusion,0,4,Uprising
2018,1,5,Mayhem,0,3,Excelsior
2018,1,5,Spitfire,1,3,Outlaws
2018,1,5,Gladiators,1,3,Fuel
2018,1,5,Dynasty,3,2,Shock
2018,1,5,Valiant,4,0,Dragons
2018,1,5,Excelsior,3,2,Spitfire
2018,1,5,Outlaws,3,2,Uprising
2018,1,5,Mayhem,2,3,Fusion
2018,1,6,Spitfire,3,1,Outlaws
2018,1,6,Spitfire,3,2,Excelsior
2018,2,1,Dynasty,4,0,Valiant
2018,2,1,Fuel,3,1,Dragons
2018,2,1,Gladiators,4,0,Shock
2018,2,1,Outlaws,3,2,Spitfire
2018,2,1,Excelsior,3,1,Mayhem
2018,2,1,Uprising,0,4,Fusion
2018,2,1,Spitfire,3,2,Excelsior
2018,2,1,Fuel,3,1,Gladiators
2018,2,1,Shock,1,3,Dynasty
2018,2,1,Fusion,4,0,Mayhem
2018,2,1,Uprising,0,4,Outlaws
2018,2,1,Dragons,0,3,Valiant
2018,2,2,Dynasty,3,1,Fuel
2018,2,2,Valiant,3,1,Shock
2018,2,2,Gladiators,4,0,Dragons
2018,2,2,Mayhem,1,3,Spitfire
2018,2,2,Outlaws,2,3,Fusion
2018,2,2,Excelsior,4,0,Uprising
2018,2,2,Uprising,4,0,Mayhem
2018,2,2,Gladiators,1,3,Dynasty
2018,2,2,Fuel,1,3,Valiant
2018,2,2,Fusion,0,4,Spitfire
2018,2,2,Outlaws,0,4,Excelsior
2018,2,2,Dragons,0,4,Shock
2018,2,3,Dynasty,3,1,Dragons
2018,2,3,Shock,3,0,Fuel
2018,2,3,Valiant,0,4,Gladiators
2018,2,3,Fusion,1,3,Dynasty
2018,2,3,Outlaws,0,4,Valiant
2018,2,3,Uprising,4,0,Dragons
2018,2,3,Spitfire,4,0,Uprising
2018,2,3,Excelsior,3,1,Fusion
2018,2,3,Mayhem,2,3,Outlaws
2018,2,3,Spitfire,1,3,Gladiators
2018,2,3,Excelsior,4,0,Shock
2018,2,3,Mayhem,3,2,Fuel
2018,2,4,Uprising,4,0,Fuel
2018,2,4,Excelsior,3,2,Dynasty
2018,2,4,Fusion,4,0,Dragons
2018,2,4,Dragons,0,4,Excelsior
2018,2,4,Mayhem,3,1,Valiant
2018,2,4,Outlaws,2,3,Gladiators
2018,2,4,Gladiators,2,1,Mayhem
2018,2,4,Spitfire,3,1,Shock
2018,2,4,Valiant,2,3,Uprising
2018,2,4,Dynasty,0,4,Spitfire
2018,2,4,Shock,3,1,Outlaws
2018,2,4,Fuel,0,4,Fusion
2018,2,5,Gladiators,1,3,Fusion
2018,2,5,Mayhem,3,2,Shock
2018,2,5,Dragons,0,4,Outlaws
2018,2,5,Outlaws,3,1,Dynasty
2018,2,5,Excelsior,3,2,Fuel
2018,2,5,Shock,2,3,Uprising
2018,2,5,Dynasty,3,1,Mayhem
2018,2,5,Fusion,3,2,Valiant
2018,2,5,Spitfire,4,0,Dragons
2018,2,5,Fuel,1,3,Spitfire
2018,2,5,Valiant,0,4,Excelsior
2018,2,5,Uprising,3,2,Gladiators
2018,2,6,Fusion,3,2,Spitfire
2018,2,6,Fusion,2,3,Excelsior
2018,3,1,Dragons,1,3,Fuel
2018,3,1,Valiant,4,0,Dynasty
2018,3,1,Shock,3,1,Gladiators
2018,3,1,Mayhem,0,4,Excelsior
2018,3,1,Fusion,2,3,Uprising
2018,3,1,Spitfire,2,3,Outlaws
2018,3,1,Gladiators,3,1,Fuel
2018,3,1,Valiant,4,0,Dragons
2018,3,1,Dynasty,4,0,Shock
2018,3,1,Mayhem,1,3,Fusion
2018,3,1,Outlaws,0,4,Uprising
2018,3,1,Excelsior,4,0,Spitfire
2018,3,2,Dragons,0,4,Gladiators
2018,3,2,Shock,0,4,Valiant
2018,3,2,Fuel,2,3,Dynasty
2018,3,2,Uprising,3,2,Excelsior
2018,3,2,Spitfire,3,0,Mayhem
2018,3,2,Fusion,3,2,Outlaws
2018,3,2,Valiant,2,1,Fuel
2018,3,2,Shock,3,1,Dragons
2018,3,2,Dynasty,2,3,Gladiators
2018,3,2,Spitfire,2,3,Fusion
2018,3,2,Excelsior,3,2,Outlaws
2018,3,2,Mayhem,2,3,Uprising
2018,3,3,Gladiators,2,3,Valiant
2018,3,3,Fuel,0,4,Shock
2018,3,3,Dragons,1,3,Dynasty
2018,3,3,Outlaws,3,1,Mayhem
2018,3,3,Uprising,3,2,Spitfire
2018,3,3,Fusion,2,3,Excelsior
2018,3,3,Fusion,1,3,Shock
2018,3,3,Mayhem,3,1,Dragons
2018,3,3,Uprising,2,1,Dynasty
2018,3,3,Spitfire,3,2,Valiant
2018,3,3,Excelsior,3,2,Gladiators
2018,3,3,Outlaws,3,0,Fuel
2018,3,4,Dragons,1,3,Uprising
2018,3,4,Valiant,1,3,Outlaws
2018,3,4,Fuel,1,3,Mayhem
2018,3,4,Gladiators,3,2,Spitfire
2018,3,4,Shock,1,3,Excelsior
2018,3,4,Dynasty,3,2,Fusion
2018,3,4,Fuel,0,4,Uprising
2018,3,4,Gladiators,3,2,Outlaws
2018,3,4,Valiant,3,1,Mayhem
2018,3,4,Shock,0,4,Spitfire
2018,3,4,Dynasty,0,4,Excelsior
2018,3,4,Dragons,2,3,Fusion
2018,3,5,Fusion,3,1,Fuel
2018,3,5,Mayhem,0,3,Gladiators
2018,3,5,Outlaws,2,3,Shock
2018,3,5,Shock,4,0,Mayhem
2018,3,5,Uprising,3,2,Valiant
2018,3,5,Fuel,0,4,Excelsior
2018,3,5,Gladiators,1,3,Uprising
2018,3,5,Excelsior,3,1,Dragons
2018,3,5,Spitfire,3,2,Dynasty
2018,3,5,Dragons,1,3,Spitfire
2018,3,5,Dynasty,4,0,Outlaws
2018,3,5,Valiant,3,2,Fusion
2018,3,6,Uprising,3,0,Gladiators
2018,3,6,Excelsior,3,0,Valiant
2018,3,6,Excelsior,3,0,Uprising
2018,4,1,Gladiators,3,1,Shock
2018,4,1,Dynasty,2,3,Valiant
2018,4,1,Fuel,3,1,Dragons
2018,4,1,Uprising,1,3,Fusion
2018,4,1,Excelsior,3,0,Mayhem
2018,4,1,Outlaws,4,0,Spitfire
2018,4,1,Fuel,0,4,Gladiators
2018,4,1,Uprising,1,3,Outlaws
2018,4,1,Shock,3,1,Dynasty
2018,4,1,Fusion,4,0,Mayhem
2018,4,1,Dragons,1,3,Valiant
2018,4,1,Spitfire,1,3,Excelsior
2018,4,2,Uprising,0,3,Fuel
2018,4,2,Mayhem,1,3,Valiant
2018,4,2,Outlaws,1,3,Gladiators
2018,4,2,Spitfire,3,2,Shock
2018,4,2,Gladiators,4,0,Mayhem
2018,4,2,Fusion,4,0,Dragons
2018,4,2,Valiant,3,2,Uprising
2018,4,2,Excelsior,4,0,Dynasty
2018,4,2,Shock,4,0,Outlaws
2018,4,2,Dynasty,2,3,Spitfire
2018,4,2,Dragons,0,4,Excelsior
2018,4,2,Fuel,3,1,Fusion
2018,4,3,Excelsior,4,0,Fusion
2018,4,3,Dynasty,4,0,Dragons
2018,4,3,Valiant,3,0,Gladiators
2018,4,3,Spitfire,2,1,Uprising
2018,4,3,Shock,3,1,Fuel
2018,4,3,Fusion,1,3,Gladiators
2018,4,3,Outlaws,3,0,Dragons
2018,4,3,Mayhem,2,3,Dynasty
2018,4,3,Uprising,1,3,Shock
2018,4,3,Spitfire,1,3,Fuel
2018,4,3,Excelsior,2,3,Valiant
2018,4,3,Mayhem,1,3,Outlaws
2018,4,4,Dynasty,1,3,Uprising
2018,4,4,Dragons,2,3,Mayhem
2018,4,4,Fuel,1,3,Outlaws
2018,4,4,Valiant,2,1,Spitfire
2018,4,4,Gladiators,3,2,Excelsior
2018,4,4,Shock,1,2,Fusion
2018,4,4,Uprising,4,0,Dragons
2018,4,4,Mayhem,0,4,Fuel
2018,4,4,Fusion,3,2,Dynasty
2018,4,4,Spitfire,2,3,Gladiators
2018,4,4,Excelsior,2,1,Shock
2018,4,4,Outlaws,0,4,Valiant
2018,4,5,Gladiators,4,0,Dragons
2018,4,5,Valiant,3,1,Shock
2018,4,5,Dynasty,3,1,Fuel
2018,4,5,Outlaws,3,1,Fusion
2018,4,5,Mayhem,0,4,Spitfire
2018,4,5,Excelsior,1,3,Uprising
2018,4,5,Outlaws,2,3,Excelsior
2018,4,5,Gladiators,3,1,Dynasty
2018,4,5,Fuel,3,1,Valiant
2018,4,5,Fusion,3,1,Spitfire
2018,4,5,Dragons,0,4,Shock
2018,4,5,Uprising,4,0,Mayhem
2018,4,6,Gladiators,2,3,Valiant
2018,4,6,Excelsior,3,2,Fuel
2018,4,6,Excelsior,1,3,Valiant
2018,5,1,Fusion,3,1,Uprising
2018,5,1,Spitfire,0,3,Gladiators
2018,5,1,Fusion,1,3,Uprising
2018,5,1,Fusion,3,1,Uprising
2018,5,1,Spitfire,3,0,Gladiators
2018,5,1,Spitfire,3,0,Gladiators
2018,5,2,Spitfire,3,1,Valiant
2018,5,2,Fusion,3,0,Excelsior
2018,5,2,Spitfire,3,0,Valiant
2018,5,2,Fusion,3,2,Excelsior
2018,5,3,Fusion,1,3,Spitfire
2018,5,3,Fusion,0,3,Spitfire
